id,data,hora,temp_0_0,temp_0_1,temp_0_2,temp_0_3,temp_0_4,temp_0_5,temp_0_6,temp_0_7,temp_1_0,temp_1_1,temp_1_2,temp_1_3,temp_1_4,temp_1_5,temp_1_6,temp_1_7,temp_2_0,temp_2_1,temp_2_2,temp_2_3,temp_2_4,temp_2_5,temp_2_6,temp_2_7,temp_3_0,temp_3_1,temp_3_2,temp_3_3,temp_3_4,temp_3_5,temp_3_6,temp_3_7,temp_4_0,temp_4_1,temp_4_2,temp_4_3,temp_4_4,temp_4_5,temp_4_6,temp_4_7,temp_5_0,temp_5_1,temp_5_2,temp_5_3,temp_5_4,temp_5_5,temp_5_6,temp_5_7,temp_6_0,temp_6_1,temp_6_2,temp_6_3,temp_6_4,temp_6_5,temp_6_6,temp_6_7,temp_7_0,temp_7_1,temp_7_2,temp_7_3,temp_7_4,temp_7_5,temp_7_6,temp_7_7
82,2024-06-03,08:58:42,24,24,24,24,25,25,24,24,23,24,24,24,24,24,24,24,25,24,24,24,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24
83,2024-06-03,09:02:03,23,24,24,24,24,24,24,23,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,24,23,23,23,23,23,24,24,23,23,24,24,23,24,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,23,24,24,23,23,23,23,23,23,23,23
84,2024-06-03,09:02:33,23,24,24,24,24,25,24,24,24,24,24,24,24,25,25,24,24,25,24,24,25,24,24,24,24,25,24,24,24,24,25,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,23,23,24,24,24,24,24,24
85,2024-06-03,09:04:22,30,31,30,31,31,29,28,27,30,30,31,31,30,29,27,26,30,30,30,31,30,29,27,26,31,30,30,30,30,28,27,26,30,30,31,30,29,27,26,25,30,30,30,29,27,26,25,26,30,30,30,28,26,26,26,26,30,29,29,27,25,26,25,26
86,2024-06-03,09:04:32,24,24,24,24,25,25,24,25,23,24,25,24,24,24,25,24,24,24,24,24,25,25,25,25,24,24,24,24,24,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,25,25,24,24,23,24,24,24,24,24,24,24,24,23,24,24,23,24,24,24
87,2024-06-03,09:04:52,37,37,38,37,37,36,36,37,39,39,39,39,39,38,37,37,39,40,40,40,40,40,39,39,39,40,40,41,40,40,40,39,39,40,41,41,41,41,40,41,37,39,39,39,40,40,40,40,36,37,39,38,37,37,37,38,36,36,36,37,36,37,37,38
88,2024-06-03,09:05:03,24,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,24,24,24,25,25,25,25,25,24,25,24,24,25,25,25,25,24,24,24,24,25,25,24,24,24,24,25,24,25,24,25,25,24,24,24,25,24,25,24,25
89,2024-06-03,09:05:18,23,24,24,23,24,23,23,23,23,23,23,24,24,24,24,24,24,24,23,24,23,24,24,24,23,23,23,24,24,23,24,24,23,23,23,23,23,24,23,24,23,23,23,23,24,23,24,24,23,23,23,23,23,23,23,24,23,23,23,24,23,24,24,23
90,2024-06-03,09:05:45,24,25,24,24,25,25,24,24,24,25,24,24,25,25,25,24,24,25,25,24,24,25,25,25,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,23
91,2024-06-03,09:06:03,23,24,24,24,24,24,24,24,23,24,24,24,23,24,25,24,23,24,24,24,24,24,24,24,23,23,23,23,23,24,24,24,24,23,24,23,23,24,24,23,24,24,23,23,23,23,23,23,23,23,23,24,23,23,23,24,24,23,23,23,23,24,24,23
92,2024-06-03,09:06:48,23,25,24,24,24,25,24,25,23,24,25,24,24,25,25,24,24,25,25,25,24,25,25,24,24,24,24,24,24,24,25,25,24,24,24,24,24,25,24,24,24,23,24,24,24,25,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24
93,2024-06-03,09:07:32,23,24,24,23,24,24,24,24,23,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,23,23,24,24,24,24,24,25,23,23,24,24,24,24,24,23,24,23,24,23,24,24,23,24,23,23,24,24,23,23,23,24,24,23,23,23,24,24,23,24
94,2024-06-03,09:07:54,24,24,25,24,25,25,24,24,24,24,24,24,25,25,25,25,24,25,25,25,25,25,25,25,24,24,25,24,25,25,25,25,24,24,24,24,25,25,25,24,24,24,24,24,24,25,24,25,24,24,24,24,25,24,24,25,24,23,24,24,24,25,25,24
95,2024-06-03,09:08:02,23,24,24,23,24,24,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24,23,23,23,23,23,24,24,24,23,23,23,23,24,24,24,24,23,23,23,24,23,23,23,24,24,23,23,24,23,23,24,23
96,2024-06-03,09:08:24,24,24,24,24,25,24,24,24,24,24,25,25,24,25,25,25,24,25,24,24,24,25,24,25,24,24,24,24,24,24,25,25,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24
97,2024-06-03,09:10:02,23,23,23,23,24,23,24,24,23,24,24,24,24,23,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,24,24,24,24,23,24,23,23,24,24,23,23,23,23,23,24,24,23,24,23,23,23,23,23,23,23,24,23,23,24,24,23,24,23,23
98,2024-06-03,09:10:23,24,24,24,24,24,24,24,24,24,25,24,25,25,25,25,24,24,25,25,25,25,25,25,25,24,24,24,24,24,25,25,24,24,24,24,24,24,25,24,24,24,24,24,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,24,24
99,2024-06-03,09:11:02,23,24,23,23,24,24,24,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,24,24,24,24,23,23,23,23,24,24,24,24,24,24,24,24,24,23,24,24,23,23,23,23,24,24,23,23
100,2024-06-03,09:14:32,24,24,24,24,25,25,25,24,24,24,25,25,25,25,25,25,25,24,25,25,25,25,25,25,24,24,24,24,24,25,25,25,24,24,24,24,24,25,25,24,24,24,24,25,25,25,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,25,24,24
101,2024-06-03,09:14:47,23,24,24,24,24,24,24,24,23,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,24,24,23,24,23,24,23,23,24,24,23,24,23,23,24,24,24,23,24,24,24,23,24,23,23,24,23,23
102,2024-06-03,09:17:43,23,24,23,23,24,24,23,23,23,23,24,24,24,24,24,23,23,23,23,23,24,24,23,23,23,23,23,23,23,23,24,23,23,23,23,23,23,24,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23
103,2024-06-03,09:17:55,23,24,24,24,24,24,24,25,23,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,23,23,24,24,25,24,24,24,23,24,24,24,24,24,24,23,23,24,23,24,24,24,24,23,23,24,24,24,24,24,23
104,2024-06-03,09:18:43,23,23,23,23,24,24,24,23,23,23,23,23,24,23,23,24,23,23,23,24,24,24,24,24,23,23,23,23,23,24,24,24,23,23,23,23,23,24,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,22,23,23,23,23,23,22
105,2024-06-03,09:18:53,23,24,24,23,24,24,24,24,23,24,24,24,23,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,24,23,23,23,24,24,24,23,23,23,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,24,24,23,24,23,23
106,2024-06-03,09:19:33,23,24,24,24,24,25,24,24,24,24,24,24,25,25,24,25,25,24,25,24,25,25,24,25,25,24,24,24,24,25,25,25,24,24,25,24,24,25,25,24,24,24,24,24,24,25,24,25,23,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24
107,2024-06-03,09:19:43,23,24,24,24,24,24,24,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,23,23,24,23,24,24,24,24,23,23,23,23,23,24,24,24,23,23,23,23,23,24,23,23,23,23,24,24,23,24,23,23,23,23,24,23,23,23,23,23
108,2024-06-03,09:20:33,22,23,23,23,24,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,24,24,23,23,23,23,23,23,23,23,24,24,23,23,23,23,23,23,23,23,23,22,22,23,23,23,23,23,23,23,22,23,23,23,23,23,23,22,23,23,23,23,23,22
109,2024-06-03,09:20:43,23,24,24,24,24,24,24,24,23,23,24,24,24,24,24,23,24,24,24,24,24,24,24,24,23,24,24,23,24,24,24,25,23,23,23,23,24,24,24,24,23,24,23,24,24,24,24,24,23,23,23,23,23,23,24,24,23,23,24,23,23,23,24,23
110,2024-06-03,09:24:13,22,24,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,24,24,24,23,23,23,23,23,23,23,23,24,23,23,23,23,23,24,23,23,23,23,23,22,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,22,23,23,23
111,2024-06-03,09:24:43,23,24,24,24,24,24,24,24,23,24,24,24,24,24,25,25,24,24,24,24,24,25,24,24,23,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24,23,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24
112,2024-06-03,09:25:03,23,23,23,23,24,24,23,24,23,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,23,23,23,23,23,24,23,23
113,2024-06-03,09:25:13,24,24,24,24,24,25,24,24,24,24,25,25,24,25,24,24,24,24,24,25,25,25,25,25,24,24,24,24,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24
114,2024-06-03,09:25:53,23,23,23,23,24,24,23,24,23,23,24,24,24,23,24,24,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,24,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,24,23,23
115,2024-06-03,09:26:23,23,24,24,24,24,24,23,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,24,23,24,24,25,24,24,23,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24,24,23,24,24,24,24,24,24
116,2024-06-03,09:26:43,23,23,23,23,24,23,23,23,23,23,23,23,24,23,24,24,24,23,23,24,23,24,23,24,23,23,23,23,23,23,23,24,23,23,23,23,23,24,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,24,23,22,23,23,23,24,23,23
117,2024-06-03,09:27:03,24,24,24,24,25,24,24,24,23,24,24,24,24,24,24,25,24,24,25,25,24,25,24,25,24,24,24,24,24,25,25,24,24,24,24,24,24,24,24,24,23,23,24,23,24,24,24,24,23,24,24,23,24,24,24,24,23,24,23,24,24,24,24,24
118,2024-06-03,09:27:13,23,24,23,23,24,24,24,24,23,23,23,24,24,24,24,24,23,24,23,24,23,24,24,23,23,23,23,23,23,23,24,24,23,23,23,23,23,24,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,24,22,23,23,23,24,23,23
119,2024-06-03,09:28:33,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,23,24,24,24,24,24,24,23,23,24,23,24,24,24,24,24,23,24,24,24,24,24,23,23,24,24,24,24,24,24
120,2024-06-03,09:28:43,23,23,23,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,24,24,23,23,23,23,23,24,24,24,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,24,23,23
121,2024-06-03,09:29:03,23,23,24,24,24,24,24,24,24,24,23,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,23,24,24,24,24,24,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,24,24,24,24
122,2024-06-03,09:31:43,23,24,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,23,22,23,23,23,23,24,23,24,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,22,23,23,23,22,23,23,23,22,22,22,23,23,23,23,23
123,2024-06-03,09:31:53,23,23,24,24,24,24,23,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,23,23,23,23,23,24,24,24,24,23,23,24,24,24,24,24,24,23,23,24,23,23,24,24,23,22,23,23,23,24,23,23
124,2024-06-03,09:32:33,23,23,23,23,23,23,23,24,23,23,23,23,23,23,24,23,23,23,23,24,23,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,22,23,23,22,23,23,23,22,22,23,23,23,23,23,23
125,2024-06-03,09:32:43,24,24,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24,24,23,24,24,24,24,24,24,23,23,24,23,24,24,23,24,23,23,24,24,23,24,23,24,23,23,24,24,23,24,24,23
126,2024-06-03,09:32:53,23,22,22,23,23,23,23,23,22,23,23,23,23,23,24,23,23,23,22,23,23,23,23,23,23,23,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,23,23,23,23,23,22,22,23,22,23,23,23,23,23,22,23,23,23,23,22
127,2024-06-03,09:33:03,23,24,23,23,24,24,23,24,23,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,24,23,24,24,24,24,23,23,23,23,23,24,23,24,23,23,23,23,23,23,24,23,23,23,23,24,23,23,23,24,23,23,23,23,23,23,24,24
128,2024-06-03,09:33:43,22,22,22,22,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,23,23,23,22,22,22,22,23,23,23,22,22,22,22,22,23,22,23,23,22,22,22,22,23,23,22,23,22,22,23,22,23,23,22,22
129,2024-06-03,09:33:53,23,23,23,23,24,24,24,24,23,23,24,23,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,24,24,24,24,23,23,23,23,24,24,23,23,23,23,23,23,23,24,24,24,23,23,23,24,23,23,23,24,24,23,23,23,23,24,24,23
130,2024-06-03,09:34:03,22,23,22,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,23,23,23,22,22,22,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23
131,2024-06-03,09:34:13,23,24,23,23,24,24,23,24,23,24,24,24,24,24,24,23,23,24,24,24,23,24,24,24,23,23,23,23,23,24,24,24,23,22,23,23,23,24,23,24,23,22,23,23,24,23,24,24,23,23,23,23,23,23,23,24,23,23,23,23,23,24,24,23
132,2024-06-03,09:34:53,22,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,22,23,23,23,24,23,22,23,22,22,23,23,23,23,22,22,23,23,23,22,23,22,23,23,22,23,23,24,23,23,22,23,23,22,23,24,23
133,2024-06-03,09:35:13,22,22,22,22,23,23,22,23,22,22,22,22,23,22,23,22,22,22,23,22,23,23,23,23,22,22,22,22,22,22,22,23,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,21,22,22,22,23,22,21
134,2024-06-03,09:35:23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,22,23,23,23,23,23,22,23,22,22,23,23,23,23,22,22,22,22,23,23,23,23,22,23,23,23,23,23,23,23,22,23,23,23,23,23,23
135,2024-06-03,09:35:33,22,22,22,22,23,22,22,23,22,22,23,22,22,22,23,22,22,22,22,22,23,23,22,23,22,22,22,22,22,22,23,22,22,22,21,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22
136,2024-06-03,09:35:43,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,23,24,23,24,24,24,24,24,23,23,24,23,24,24,24,24,24,23,23,24,24,24,24,23,23,23,23,23,24,24,23,24,23,23,23,23,23,23,24,24,23,23,24,24,23,24,23,23
137,2024-06-03,09:35:53,22,22,23,22,23,23,22,23,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,23,22,23,23,22,22,22,22,23,23,22,23,22,22,22,22,22,22,23,23,22,22,22,23,22,22,23,23,23,22,23,22,22,23,23,22
138,2024-06-03,09:36:23,23,24,23,23,24,23,24,23,23,23,24,24,24,23,24,24,23,23,24,24,24,24,23,24,23,23,23,23,23,24,24,24,23,23,23,23,23,24,23,23,23,23,23,23,23,24,24,23,23,23,23,23,23,23,23,24,23,23,23,23,23,24,23,23
139,2024-06-03,09:36:43,22,23,23,22,23,23,23,22,22,22,23,23,22,23,23,23,22,22,23,23,23,23,23,23,22,22,22,22,22,22,23,23,22,22,22,22,22,23,22,22,22,22,22,22,22,23,22,23,23,22,22,22,22,22,23,23,23,22,22,22,22,23,22,22
140,2024-06-03,09:37:13,23,24,23,24,24,24,24,24,23,23,24,24,24,24,24,24,23,24,24,24,24,24,23,24,23,23,24,24,23,24,24,24,24,23,23,23,23,24,23,24,23,23,23,23,23,24,23,23,23,23,23,23,23,24,23,24,24,23,24,24,23,24,23,23
141,2024-06-03,09:37:23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,24,23,23,23,23,22,23,23,23,23,22,22,22,23,22,23,23,23,22,22,22,22,22,23,23,22,22,22,22,22,22,23,22,23,22,22,23,22,22,22,22,23,22,23,23,22,22,23,23,22
142,2024-06-03,09:38:43,22,23,23,23,24,24,23,24,22,23,23,24,23,23,23,23,23,23,24,23,23,24,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23
143,2024-06-03,09:39:33,22,23,22,22,23,22,23,23,22,23,22,23,23,23,23,22,22,23,23,23,23,23,23,23,23,22,23,22,23,22,23,23,23,22,22,22,22,23,22,23,23,22,22,22,22,23,23,22,22,22,22,22,22,22,22,23,22,22,22,22,23,23,23,22
144,2024-06-03,09:39:53,23,23,23,23,24,24,23,24,23,23,23,23,23,23,24,23,23,23,24,23,23,24,23,23,23,22,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,24,23,24,23,23,22,23,23,23,23,24,23,23,23,23,23,23,23,24,23,23
145,2024-06-03,09:41:34,22,23,22,23,22,23,22,23,23,23,22,23,23,23,23,22,23,23,23,23,23,23,23,23,22,22,22,22,22,23,23,23,22,22,22,22,22,23,22,23,22,22,22,22,23,23,23,23,23,22,23,22,22,22,22,23,23,22,23,22,23,23,22,23
146,2024-06-03,09:42:26,23,24,24,23,24,24,24,24,23,24,23,24,24,24,24,24,24,23,24,24,24,24,24,24,23,23,23,24,24,24,24,24,23,23,23,23,24,24,24,23,23,23,23,23,24,23,24,24,24,23,23,23,23,23,23,24,24,23,23,24,23,24,24,23
147,2024-06-03,09:42:43,22,23,23,23,23,24,23,24,22,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,22,23,22,23,23,23,23,24,23,22,22,23,23,23,23,23,23,22,22,23,23,23,23,23,23,22,23,23,23,22,23,23,23,22,23,23,23,23,23,22
148,2024-06-03,09:42:53,23,24,24,24,24,24,23,24,23,23,24,23,23,23,24,24,23,24,24,24,24,24,23,24,23,23,23,23,24,23,24,24,23,23,23,23,23,24,23,24,23,23,23,23,23,24,24,24,23,23,23,23,24,23,24,24,23,23,24,23,23,24,24,22
149,2024-06-03,09:43:13,22,23,23,23,23,23,23,23,22,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,22,22,23,22,23,23,23,23,22,22,23,23,23,23,23,22,22,22,23,23,23,23,23,23,23,23,22,23,22,23,23,23,22,23,23,23,23,23,22
150,2024-06-03,09:44:33,22,23,22,22,23,23,22,23,22,22,23,23,23,23,23,22,22,23,23,23,22,23,23,23,22,22,22,22,22,22,22,22,22,21,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,23,22,22,23,22,22
151,2024-06-03,09:44:44,23,23,23,23,24,24,23,23,23,23,24,23,23,24,24,23,23,23,23,23,23,24,23,24,23,22,23,23,23,23,23,23,22,23,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,22
152,2024-06-03,09:44:53,22,22,22,22,23,23,22,22,22,22,22,23,22,22,23,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,23,23,22,22,22,22,22,23,22,23,22,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22,23,22,22
153,2024-06-03,09:45:33,22,23,23,23,23,23,23,23,22,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,22,22,22,23,23,23,23,23,22,23,23,23,23,23,23,23,22,23,22,23,22,22,23,23,22,23,22,23,23,23,22
154,2024-06-03,09:45:47,23,24,23,23,24,24,24,23,23,24,23,24,24,23,24,24,24,24,24,24,24,24,24,24,23,23,23,24,23,24,23,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,22,24,23,23,24,23,23
155,2024-06-03,09:45:56,22,22,22,22,22,23,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,21,21,21,22,22,22,22,21,21,22,21,22,22,21,22,22,21,22,22,22,22,22,22,22,21,22,22,22,23,22,22
156,2024-06-03,09:46:03,23,23,23,23,23,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,22,23,23,23,23,22,22,23,23,23,23,23,22,22,23,23,23,23,22,23,22,22,23,23,23,23,23,23,23,22,22,23,23,23,23,22
157,2024-06-03,09:46:45,22,22,22,22,23,23,22,22,22,22,23,23,23,22,23,23,22,22,22,23,23,23,23,23,22,22,22,22,22,22,23,23,22,21,22,21,22,23,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,23,23,22,23,22,23,23,22,22
158,2024-06-03,09:46:49,21,22,22,22,22,23,22,23,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,22,21,21,21,22,22,22,22,21,21,21,22,22,22,22,22,21,22,21,22,22,21,22,22,21,21,22,21,21,22,22,22,22,22,22,22,22,22,21
159,2024-06-03,09:47:01,22,22,22,22,22,23,23,23,23,23,24,22,24,22,24,22,22,22,23,22,22,23,23,22,22,22,22,22,22,22,22,23,22,22,22,22,22,23,22,23,22,22,22,22,22,23,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,23,22,22
160,2024-06-03,09:47:25,23,23,23,23,23,24,23,24,23,23,23,23,23,23,24,23,23,23,23,23,23,23,24,24,22,23,23,23,22,24,23,23,23,22,23,23,23,24,23,23,23,22,23,23,23,23,23,23,23,22,22,23,23,23,22,24,23,22,23,23,23,23,23,24
161,2024-06-03,09:47:41,22,22,23,22,23,23,22,23,22,22,23,23,23,22,23,22,22,23,23,23,23,23,23,23,22,22,22,22,22,22,23,23,22,22,23,22,22,23,22,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,23,23,22,22,23,22,22,22,22,22
162,2024-06-03,09:47:54,23,23,23,23,24,24,24,24,23,23,23,23,23,23,24,23,23,24,23,23,24,24,24,23,23,23,23,23,23,23,23,24,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,24,24,23,22,23,23,24,23,23
163,2024-06-03,09:48:45,22,23,23,23,23,23,23,23,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,23,22,23,22,23,23,22,22,22,22,22,23,23,23,23,22,22,22,23,23,23,23,22,22,22,22,22,22,23,22,22,22,23,22,23,23,23,22
164,2024-06-03,09:49:55,23,24,23,24,24,24,24,24,23,23,23,24,23,24,24,24,23,23,23,23,24,24,24,23,23,23,23,23,23,24,24,24,23,23,23,23,23,24,24,24,23,23,23,23,24,23,23,24,24,23,23,23,23,23,24,24,24,23,24,23,23,24,23,23
165,2024-06-03,09:52:45,23,23,22,23,23,23,23,23,22,23,23,23,23,23,24,23,23,23,23,23,23,23,23,24,22,23,23,23,23,23,24,23,22,23,23,22,23,23,23,23,23,23,22,23,23,23,23,23,22,23,23,22,23,23,23,23,23,22,23,23,23,24,22,22
166,2024-06-03,09:54:35,22,23,23,22,23,23,23,23,22,22,23,23,23,23,23,22,22,22,22,23,23,23,22,23,22,22,22,22,22,23,23,22,22,21,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21
167,2024-06-03,09:54:47,22,24,23,23,23,24,23,23,23,23,23,23,23,23,24,23,23,23,24,24,23,24,24,24,23,23,23,23,23,23,24,24,23,23,23,23,23,24,24,23,22,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,22,23,23,24,23,23,23
168,2024-06-03,09:54:55,22,22,22,22,23,22,22,22,22,22,22,22,22,22,23,22,22,22,22,22,22,23,22,22,22,22,22,22,22,22,23,23,22,22,22,22,22,23,23,22,22,22,21,22,22,23,22,22,22,22,22,21,22,22,22,22,22,22,22,22,21,23,22,22
169,2024-06-03,09:55:17,23,23,23,23,23,24,24,24,23,23,23,23,23,23,24,24,23,24,23,24,23,24,23,24,23,23,23,23,24,23,24,24,23,23,23,23,23,24,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,24,23,23,23,23,23,24,23,23
170,2024-06-03,09:55:45,23,24,24,24,24,24,24,24,23,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,24,24,23,23,24,24,24,24,24,23,24,24,24,23,24,24,24,24,24,24
171,2024-06-03,09:56:05,23,23,23,23,24,24,24,24,23,23,23,24,24,23,24,23,23,24,24,24,24,24,24,24,23,23,23,23,23,23,24,24,23,23,23,23,23,24,23,23,23,23,23,23,23,24,23,24,23,22,23,23,23,23,24,24,23,22,23,23,23,24,23,23
172,2024-06-03,09:58:56,22,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,22,23,23,23,23,23,22,23,22,23,23,23,23,22,22,23,23,23,23,23,24,22,22,23,23,22,23,23,23,22,22,23,22,22,23,23,22
173,2024-06-03,09:59:05,21,22,22,22,22,22,22,21,22,21,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,21,22,22,21,22,22,22,22,21,21,21,22,22,22,22,21,21,22,22,22,21,22,22,22,21,21,22,21,22,22,22
174,2024-06-03,09:59:15,22,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,23,23,22,23,23,23,23,22,22,23,22,22,23,23,23,23,22,23,23,22,23,23,23
175,2024-06-03,10:02:05,23,24,23,24,24,24,24,23,23,24,23,24,24,24,24,24,23,24,24,24,24,24,24,24,23,23,23,23,24,23,24,24,23,23,23,23,23,24,23,23,23,23,23,23,23,24,23,24,23,23,23,23,23,23,23,23,23,22,23,24,23,24,23,23
